city,date,hightest_tem,lowest_tem
成都,2016-02-10,16,5
成都,2016-02-11,17,7
成都,2016-02-12,18,7
成都,2016-02-13,12,2
成都,2016-02-14,8,1
成都,2016-02-15,8,1
成都,2016-02-16,10,2
成都,2016-02-17,12,2
成都,2016-02-18,13,3
成都,2016-02-19,13,4
成都,2016-02-20,13,4
成都,2016-02-21,11,5
成都,2016-02-22,14,7
成都,2016-02-23,11,4
成都,2016-02-24,11,5
成都,2016-02-25,14,4
成都,2016-02-26,16,4
成都,2016-02-27,18,6
成都,2016-02-28,19,7
成都,2016-02-29,20,8
成都,2016-03-01,20,7
成都,2016-03-02,21,8
成都,2016-03-03,23,11
成都,2016-03-04,22,8
成都,2016-03-05,22,11
成都,2016-03-06,24,13
成都,2016-03-07,22,13
成都,2016-03-08,19,8
成都,2016-03-09,15,7
成都,2016-03-10,12,4
成都,2016-03-11,13,6
成都,2016-03-12,14,7
成都,2016-03-13,16,4
成都,2016-03-14,15,10
成都,2016-03-15,16,10
成都,2016-03-16,18,10
成都,2016-03-17,18,10
成都,2016-03-18,24,11
成都,2016-03-19,21,12
成都,2016-03-20,22,13
成都,2016-03-21,17,13
成都,2016-03-22,15,12
成都,2016-03-23,13,9
成都,2016-03-24,17,8
成都,2016-03-25,18,10
成都,2016-03-26,17,7
成都,2016-03-27,18,11
成都,2016-03-28,18,12
成都,2016-03-29,16,10
成都,2016-03-30,21,12
成都,2016-03-31,23,11
成都,2016-04-01,24,13
成都,2016-04-02,23,12
成都,2016-04-03,28,16
成都,2016-04-04,27,16
成都,2016-04-05,24,17
成都,2016-04-06,22,15
成都,2016-04-07,26,14
成都,2016-04-08,23,16
成都,2016-04-09,20,14
成都,2016-04-10,25,15
成都,2016-04-11,25,15
成都,2016-04-12,25,15
成都,2016-04-13,22,15
成都,2016-04-14,21,15
成都,2016-04-15,23,13
成都,2016-04-16,24,14
成都,2016-04-17,21,10
成都,2016-04-18,23,12
成都,2016-04-19,25,14
成都,2016-04-20,27,15
成都,2016-04-21,23,14
成都,2016-04-22,22,14
成都,2016-04-23,24,14
成都,2016-04-24,22,15
成都,2016-04-25,23,15
成都,2016-04-26,25,14
成都,2016-04-27,27,15
成都,2016-04-28,26,15
成都,2016-04-29,24,14
成都,2016-04-30,27,17
成都,2016-05-01,29,17
成都,2016-05-02,29,17
成都,2016-05-03,31,18
成都,2016-05-04,32,19
成都,2016-05-05,29,20
成都,2016-05-06,27,20
成都,2016-05-07,24,17
成都,2016-05-08,26,16
成都,2016-05-09,29,17
成都,2016-05-10,31,18
成都,2016-05-11,32,18
成都,2016-05-12,27,16
成都,2016-05-13,25,18
成都,2016-05-14,24,16
成都,2016-05-15,25,13
成都,2016-05-16,26,14
成都,2016-05-17,23,16
成都,2016-05-18,27,18
成都,2016-05-19,26,18
成都,2016-05-20,28,18
成都,2016-05-21,25,17
成都,2016-05-22,20,17
成都,2016-05-23,27,16
成都,2016-05-24,27,17
成都,2016-05-25,22,16
成都,2016-05-26,22,15
成都,2016-05-27,24,17
成都,2016-05-28,26,18
成都,2016-05-29,29,18
成都,2016-05-30,29,21
成都,2016-05-31,30,22
成都,2016-06-01,29,23
成都,2016-06-02,30,21
成都,2016-06-03,29,18
成都,2016-06-04,31,20
成都,2016-06-05,29,20
成都,2016-06-06,32,20
成都,2016-06-07,29,20
成都,2016-06-08,29,21
成都,2016-06-09,28,18
成都,2016-06-10,27,18
成都,2016-06-11,29,20
成都,2016-06-12,29,21
成都,2016-06-13,29,22
成都,2016-06-14,29,24
成都,2016-06-15,26,18
成都,2016-06-16,29,19
成都,2016-06-17,29,22
成都,2016-06-18,29,23
成都,2016-06-19,29,23
成都,2016-06-20,29,23
成都,2016-06-21,29,25
成都,2016-06-23,30,23
成都,2016-06-24,30,20
成都,2016-06-25,28,20
成都,2016-06-26,26,21
成都,2016-06-27,28,20
成都,2016-06-28,32,21
成都,2016-06-29,32,22
成都,2016-06-30,26,21
成都,2016-07-01,33,23
成都,2016-07-02,33,22
成都,2016-07-03,30,21
成都,2016-07-04,31,23
成都,2016-07-05,27,22
成都,2016-07-06,25,21
成都,2016-07-07,27,23
成都,2016-07-08,30,23
成都,2016-07-09,28,23
成都,2016-07-10,32,24
成都,2016-07-11,31,23
成都,2016-07-12,31,24
成都,2016-07-13,30,23
成都,2016-07-14,29,20
成都,2016-07-15,32,20
成都,2016-07-16,33,23
成都,2016-07-17,31,23
成都,2016-07-18,27,22
成都,2016-07-19,34,22
成都,2016-07-20,34,23
成都,2016-07-21,33,24
成都,2016-07-22,30,23
成都,2016-07-23,30,24
成都,2016-07-24,31,24
成都,2016-07-25,30,23
成都,2016-07-26,30,23
成都,2016-07-27,32,22
成都,2016-07-28,33,21
成都,2016-07-29,31,23
成都,2016-07-30,33,23
成都,2016-07-31,29,22
成都,2016-08-01,33,23
成都,2016-08-02,32,22
成都,2016-08-03,30,22
成都,2016-08-04,32,21
成都,2016-08-05,31,22
成都,2016-08-06,32,23
成都,2016-08-07,31,22
成都,2016-08-08,30,22
成都,2016-08-09,32,22
成都,2016-08-10,31,22
成都,2016-08-11,34,23
成都,2016-08-12,34,24
成都,2016-08-13,34,23
成都,2016-08-14,34,25
成都,2016-08-15,33,24
成都,2016-08-16,33,24
成都,2016-08-17,34,25
成都,2016-08-18,34,23
成都,2016-08-19,34,23
成都,2016-08-20,34,24
成都,2016-08-21,34,25
成都,2016-08-22,34,25
成都,2016-08-23,34,25
成都,2016-08-24,36,25
成都,2016-08-25,34,22
成都,2016-08-26,30,22
成都,2016-08-27,29,21
成都,2016-08-28,30,22
成都,2016-08-29,24,20
成都,2016-08-30,26,18
成都,2016-08-31,26,19
成都,2016-09-01,29,17
成都,2016-09-02,30,20
成都,2016-09-03,27,20
成都,2016-09-04,24,20
成都,2016-09-05,22,19
成都,2016-09-06,27,19
成都,2016-09-07,25,20
成都,2016-09-08,25,19
成都,2016-09-09,29,20
成都,2016-09-10,29,18
成都,2016-09-11,32,19
成都,2016-09-12,28,19
成都,2016-09-13,25,19
成都,2016-09-14,21,18
成都,2016-09-15,28,18
成都,2016-09-16,26,19
成都,2016-09-17,25,20
成都,2016-09-18,23,18
成都,2016-09-19,23,17
成都,2016-09-20,24,17
成都,2016-09-21,27,18
成都,2016-09-22,26,19
成都,2016-09-23,22,18
成都,2016-09-24,24,18
成都,2016-09-25,24,18
成都,2016-09-26,25,19
成都,2016-09-27,26,19
成都,2016-09-28,28,19
成都,2016-09-29,26,18
成都,2016-09-30,28,19
成都,2016-10-01,30,19
成都,2016-10-02,32,19
成都,2016-10-03,29,20
成都,2016-10-04,27,18
成都,2016-10-05,23,18
成都,2016-10-06,24,19
成都,2016-10-07,22,18
成都,2016-10-08,20,14
成都,2016-10-09,19,15
成都,2016-10-10,18,14
成都,2016-10-11,18,15
成都,2016-10-12,17,14
成都,2016-10-13,20,15
成都,2016-10-14,19,15
成都,2016-10-15,21,15
成都,2016-10-16,24,15
成都,2016-10-17,24,15
成都,2016-10-18,22,16
成都,2016-10-19,21,16
成都,2016-10-20,24,17
成都,2016-10-21,22,18
成都,2016-10-22,22,17
成都,2016-10-23,21,16
成都,2016-10-24,22,17
成都,2016-10-25,21,15
成都,2016-10-26,21,15
成都,2016-10-27,21,13
成都,2016-10-28,16,8
成都,2016-10-29,15,11
成都,2016-10-30,17,11
成都,2016-10-31,19,11
成都,2016-11-01,17,12
成都,2016-11-02,19,12
成都,2016-11-03,19,11
成都,2016-11-04,20,12
成都,2016-11-05,20,14
成都,2016-11-06,19,12
成都,2016-11-07,13,9
成都,2016-11-08,12,8
成都,2016-11-09,13,7
成都,2016-11-10,15,8
成都,2016-11-11,16,9
成都,2016-11-12,18,7
成都,2016-11-13,18,9
成都,2016-11-14,19,10
成都,2016-11-15,19,11
成都,2016-11-16,18,12
成都,2016-11-17,20,13
成都,2016-11-18,21,13
成都,2016-11-19,19,11
成都,2016-11-20,20,11
成都,2016-11-21,19,11
成都,2016-11-22,12,6
成都,2016-11-23,9,5
成都,2016-11-24,9,5
成都,2016-11-25,10,4
成都,2016-11-26,13,4
成都,2016-11-27,12,6
成都,2016-11-28,12,6
成都,2016-11-29,13,5
成都,2016-11-30,15,6
成都,2016-12-01,14,8
成都,2016-12-02,11,8
成都,2016-12-03,12,4
成都,2016-12-04,16,5
成都,2016-12-05,15,3
成都,2016-12-06,16,2
成都,2016-12-07,15,2
成都,2016-12-08,15,6
成都,2016-12-09,14,7
成都,2016-12-10,15,3
成都,2016-12-11,13,7
成都,2016-12-12,14,7
成都,2016-12-13,12,7
成都,2016-12-14,12,8
成都,2016-12-15,12,4
成都,2016-12-16,12,5
成都,2016-12-17,12,6
成都,2016-12-18,12,7
成都,2016-12-19,13,8
成都,2016-12-20,13,6
成都,2016-12-21,14,3
成都,2016-12-22,15,6
成都,2016-12-23,11,7
成都,2016-12-24,11,7
成都,2016-12-26,11,4
成都,2016-12-27,11,3
成都,2016-12-28,12,4
成都,2016-12-29,11,6
成都,2016-12-30,11,5
成都,2016-12-31,12,6
成都,2017-01-01,12,5
成都,2017-01-02,13,2
成都,2017-01-03,12,5
成都,2017-01-04,12,7
成都,2017-01-05,14,5
成都,2017-01-06,11,6
成都,2017-01-07,11,6
成都,2017-01-08,12,7
成都,2017-01-09,10,7
成都,2017-01-10,8,3
成都,2017-01-11,8,2
成都,2017-01-12,11,1
成都,2017-01-13,12,1
成都,2017-01-14,10,4
成都,2017-01-15,10,4
成都,2017-01-16,8,5
成都,2017-01-17,9,4
成都,2017-01-18,10,4
成都,2017-01-19,9,3
成都,2017-01-20,10,3
成都,2017-01-21,13,2
成都,2017-01-22,12,4
成都,2017-01-23,12,1
成都,2017-01-24,12,2
成都,2017-01-25,13,4
成都,2017-01-26,12,4
成都,2017-01-27,12,4
成都,2017-01-28,13,6
成都,2017-01-29,13,3
成都,2017-01-30,12,7
成都,2017-01-31,11,6
成都,2017-02-01,9,5
成都,2017-02-02,10,4
成都,2017-02-03,12,4
成都,2017-02-04,12,6
成都,2017-02-05,13,6
成都,2017-02-06,10,6
成都,2017-02-07,8,4
成都,2017-02-08,12,3
成都,2017-02-09,10,5
成都,2017-02-10,10,5
成都,2017-02-11,11,4
成都,2017-02-12,12,5
成都,2017-02-13,12,6
成都,2017-02-14,14,4
成都,2017-02-15,15,6
成都,2017-02-16,14,7
成都,2017-02-17,18,5
成都,2017-02-18,17,6
成都,2017-02-19,19,4
成都,2017-02-20,17,8
成都,2017-02-21,11,6
成都,2017-02-22,12,5
成都,2017-02-23,10,4
成都,2017-02-24,12,5
成都,2017-02-25,13,4
成都,2017-02-26,12,3
成都,2017-02-27,13,4
成都,2017-02-28,15,3
成都,2017-03-01,16,6
成都,2017-03-02,14,7
成都,2017-03-03,13,7
成都,2017-03-06,13,7
成都,2017-03-07,14,6
成都,2017-03-08,15,6
成都,2017-03-09,14,7
成都,2017-03-10,14,8
成都,2017-03-11,16,9
成都,2017-03-12,13,8
成都,2017-03-13,13,6
成都,2017-03-14,12,7
成都,2017-03-15,13,5
成都,2017-03-16,15,6
成都,2017-03-17,15,7
成都,2017-03-18,15,8
成都,2017-03-19,14,7
成都,2017-03-20,20,10
成都,2017-03-21,15,10
成都,2017-03-22,15,11
成都,2017-03-23,16,11
成都,2017-03-24,15,8
成都,2017-03-25,15,6
成都,2017-03-26,19,6
成都,2017-03-27,21,8
成都,2017-03-28,21,11
成都,2017-03-29,21,11
成都,2017-03-30,21,12
成都,2017-03-31,23,11
成都,2017-04-01,21,13
成都,2017-04-02,18,12
成都,2017-04-03,18,12
成都,2017-04-04,22,12
成都,2017-04-05,20,14
成都,2017-04-06,23,13
成都,2017-04-07,23,15
成都,2017-04-08,24,15
成都,2017-04-09,23,14
成都,2017-04-10,19,14
成都,2017-04-11,19,13
成都,2017-04-12,23,11
成都,2017-04-13,26,11
成都,2017-04-14,27,15
成都,2017-04-15,26,16
成都,2017-04-16,20,11
成都,2017-04-17,26,12
成都,2017-04-18,28,12
成都,2017-04-19,29,15
成都,2017-04-20,21,13
成都,2017-04-21,23,12
成都,2017-04-22,25,11
成都,2017-04-23,27,14
成都,2017-04-24,24,17
成都,2017-04-25,23,15
成都,2017-04-26,20,13
成都,2017-04-27,19,12
成都,2017-04-28,24,12
成都,2017-04-29,26,15
成都,2017-04-30,28,15
成都,2017-05-01,30,18
成都,2017-05-02,26,16
成都,2017-05-03,23,15
成都,2017-05-04,27,14
成都,2017-05-05,20,13
成都,2017-05-06,22,13
成都,2017-05-07,23,13
成都,2017-05-08,27,16
成都,2017-05-09,26,17
成都,2017-05-10,27,18
成都,2017-05-11,27,17
成都,2017-05-12,31,13
成都,2017-05-13,32,18
成都,2017-05-14,30,17
成都,2017-05-15,29,17
成都,2017-05-16,30,15
成都,2017-05-17,30,18
成都,2017-05-18,27,15
成都,2017-05-19,31,20
成都,2017-05-20,26,20
成都,2017-05-21,26,20
成都,2017-05-22,25,17
成都,2017-05-23,26,17
成都,2017-05-24,27,16
成都,2017-05-25,29,17
成都,2017-05-26,31,18
成都,2017-05-27,33,22
成都,2017-05-28,32,21
成都,2017-05-29,29,20
成都,2017-05-30,31,20
成都,2017-05-31,30,21
成都,2017-06-01,30,20
成都,2017-06-02,30,22
成都,2017-06-03,28,20
成都,2017-06-04,27,18
成都,2017-06-05,30,19
成都,2017-06-06,30,19
成都,2017-06-07,30,20
成都,2017-06-08,27,20
成都,2017-06-09,28,21
成都,2017-06-10,28,19
成都,2017-06-11,30,21
成都,2017-06-12,30,21
成都,2017-06-13,26,20
成都,2017-06-14,20,17
成都,2017-06-15,23,17
成都,2017-06-16,27,18
成都,2017-06-17,28,20
成都,2017-06-18,29,20
成都,2017-06-19,30,21
成都,2017-06-20,30,21
成都,2017-06-21,30,22
成都,2017-06-22,27,22
成都,2017-06-23,30,23
成都,2017-06-24,30,21
成都,2017-06-25,30,19
成都,2017-06-26,30,19
成都,2017-06-27,30,20
成都,2017-06-28,28,20
成都,2017-06-29,32,21
成都,2017-06-30,30,20
成都,2017-07-01,33,23
成都,2017-07-02,35,23
成都,2017-07-03,31,23
成都,2017-07-04,31,22
成都,2017-07-05,26,22
成都,2017-07-06,30,23
成都,2017-07-07,33,23
成都,2017-07-08,32,23
成都,2017-07-09,35,21
成都,2017-07-10,34,24
成都,2017-07-11,36,25
成都,2017-07-12,33,23
成都,2017-07-13,33,22
成都,2017-07-14,31,22
成都,2017-07-15,32,23
成都,2017-07-16,32,22
成都,2017-07-17,31,23
成都,2017-07-18,30,23
成都,2017-07-19,30,23
成都,2017-07-20,31,23
成都,2017-07-21,31,23
成都,2017-07-22,30,23
成都,2017-07-23,32,23
成都,2017-07-24,31,24
成都,2017-07-25,33,24
成都,2017-07-26,32,24
成都,2017-07-27,32,24
成都,2017-07-28,32,24
成都,2017-07-29,31,22
成都,2017-07-30,32,24
成都,2017-07-31,31,24
成都,2017-08-01,31,25
成都,2017-08-02,35,24
成都,2017-08-03,33,25
成都,2017-08-04,33,24
成都,2017-08-05,34,25
成都,2017-08-06,33,24
成都,2017-08-07,28,21
成都,2017-08-08,32,22
成都,2017-08-09,34,24
成都,2017-08-10,33,22
成都,2017-08-11,28,21
成都,2017-08-12,30,21
成都,2017-08-13,34,23
成都,2017-08-14,32,23
成都,2017-08-15,29,23
成都,2017-08-16,31,23
成都,2017-08-17,27,23
成都,2017-08-18,29,23
成都,2017-08-19,31,24
成都,2017-08-20,30,24
成都,2017-08-21,31,23
成都,2017-08-22,31,24
成都,2017-08-23,32,23
成都,2017-08-24,28,23
成都,2017-08-25,27,22
成都,2017-08-26,28,23
成都,2017-08-27,31,23
成都,2017-08-28,30,22
成都,2017-08-29,27,21
成都,2017-08-30,25,20
成都,2017-08-31,25,20
成都,2017-09-01,26,19
成都,2017-09-02,26,19
成都,2017-09-03,23,19
成都,2017-09-04,23,19
成都,2017-09-05,25,19
成都,2017-09-06,29,18
成都,2017-09-07,29,20
成都,2017-09-08,28,21
成都,2017-09-09,27,21
成都,2017-09-10,29,16
成都,2017-09-11,31,19
成都,2017-09-12,31,20
成都,2017-09-13,25,20
成都,2017-09-14,23,20
成都,2017-09-15,23,20
成都,2017-09-16,27,21
成都,2017-09-17,25,21
成都,2017-09-18,29,20
成都,2017-09-19,26,18
成都,2017-09-20,25,16
成都,2017-09-21,27,19
成都,2017-09-22,23,19
成都,2017-09-23,24,19
成都,2017-09-24,25,20
成都,2017-09-25,26,20
成都,2017-09-26,24,19
成都,2017-09-27,24,18
成都,2017-09-28,27,17
成都,2017-09-29,24,17
成都,2017-09-30,23,18
成都,2017-10-01,27,20
成都,2017-10-02,26,18
成都,2017-10-03,20,15
成都,2017-10-04,22,13
成都,2017-10-05,22,15
成都,2017-10-06,21,16
成都,2017-10-07,21,17
成都,2017-10-08,22,17
成都,2017-10-09,21,14
成都,2017-10-10,16,13
成都,2017-10-11,21,14
成都,2017-10-12,21,12
成都,2017-10-13,18,14
成都,2017-10-14,15,15
成都,2017-10-15,14,12
成都,2017-10-16,19,14
成都,2017-10-17,17,12
成都,2017-10-18,18,13
成都,2017-10-19,21,14
成都,2017-10-20,18,15
成都,2017-10-21,19,14
成都,2017-10-22,16,12
成都,2017-10-23,19,13
成都,2017-10-24,16,13
成都,2017-10-25,19,13
成都,2017-10-26,10,0
成都,2017-10-27,16,0
成都,2017-10-28,14,0
成都,2017-10-29,12,0
成都,2017-10-30,13,12
成都,2017-10-31,14,12
成都,2017-11-01,21,14
成都,2017-11-02,21,13
成都,2017-11-03,23,15
成都,2017-11-04,22,15
成都,2017-11-05,20,11
成都,2017-11-06,20,14
成都,2017-11-07,23,13
成都,2017-11-08,23,15
成都,2017-11-09,19,16
成都,2017-11-10,19,13
成都,2017-11-11,18,11
成都,2017-11-12,15,11
成都,2017-11-13,18,8
成都,2017-11-14,17,12
成都,2017-11-15,16,13
成都,2017-11-16,17,13
成都,2017-11-17,17,13
成都,2017-11-18,15,12
成都,2017-11-19,12,8
成都,2017-11-20,13,8
成都,2017-11-21,12,6
成都,2017-11-22,14,7
成都,2017-11-23,12,5
成都,2017-11-24,12,3
成都,2017-11-25,13,5
成都,2017-11-26,14,4
成都,2017-11-27,13,7
成都,2017-11-28,14,6
成都,2017-11-29,14,4
成都,2017-11-30,17,6
成都,2017-12-01,12,8
成都,2017-12-02,12,7
成都,2017-12-03,16,8
成都,2017-12-04,15,4
成都,2017-12-05,14,8
成都,2017-12-06,14,6
成都,2017-12-07,13,6
成都,2017-12-08,15,4
成都,2017-12-09,14,2
成都,2017-12-10,16,3
成都,2017-12-11,12,2
成都,2017-12-12,11,6
成都,2017-12-13,10,5
成都,2017-12-14,10,5
成都,2017-12-15,13,4
成都,2017-12-16,12,2
成都,2017-12-17,11,3
成都,2017-12-18,14,1
成都,2017-12-19,15,0
成都,2017-12-20,15,1
成都,2017-12-21,13,2
成都,2017-12-22,13,2
成都,2017-12-23,15,3
成都,2017-12-24,16,3
成都,2017-12-25,12,3
成都,2017-12-26,17,3
成都,2017-12-27,13,3
成都,2017-12-28,12,2
成都,2017-12-29,11,5
成都,2017-12-30,14,3
成都,2017-12-31,12,0
成都,2018-01-01,11,1
成都,2018-01-02,12,3
成都,2018-01-03,8,3
成都,2018-01-04,8,2
成都,2018-01-05,6,2
成都,2018-01-06,8,3
成都,2018-01-07,9,0
成都,2018-01-08,8,0
成都,2018-01-09,11,-3
成都,2018-01-10,12,-2
成都,2018-01-11,13,0
成都,2018-01-12,11,-1
成都,2018-01-13,11,0
成都,2018-01-14,12,0
成都,2018-01-15,8,2
成都,2018-01-16,17,2
成都,2018-01-17,13,0
成都,2018-01-18,11,2
成都,2018-01-19,15,2
成都,2018-01-20,12,3
成都,2018-01-21,16,2
成都,2018-01-22,11,3
成都,2018-01-23,12,4
成都,2018-01-24,9,3
成都,2018-01-25,8,2
成都,2018-01-26,4,0
成都,2018-01-27,5,0
成都,2018-01-28,9,-1
成都,2018-01-29,5,-1
成都,2018-01-30,6,-1
成都,2018-01-31,9,-1
成都,2018-02-01,8,-2
成都,2018-02-02,11,1
成都,2018-02-03,9,0
成都,2018-02-04,6,1
成都,2018-02-05,7,-1
成都,2018-02-06,6,0
成都,2018-02-07,9,2
成都,2018-02-08,9,2
成都,2018-02-09,10,2
成都,2018-02-10,10,3
成都,2018-02-11,9,0
成都,2018-02-12,11,2
成都,2018-02-13,12,2
成都,2018-02-14,12,4
成都,2018-02-15,18,4
成都,2018-02-16,17,4
成都,2018-02-17,17,8
成都,2018-02-18,14,7
成都,2018-02-19,17,6
成都,2018-02-20,18,7
成都,2018-02-21,11,5
成都,2018-02-22,14,5
成都,2018-02-23,13,5
成都,2018-02-24,19,6
成都,2018-02-25,20,8
成都,2018-02-26,15,10
成都,2018-02-27,20,9
成都,2018-02-28,21,10
成都,2018-03-01,24,12
成都,2018-03-02,23,12
成都,2018-03-03,22,11
成都,2018-03-04,17,14
成都,2018-03-05,15,11
成都,2018-03-06,14,8
成都,2018-03-07,19,8
成都,2018-03-08,21,7
成都,2018-03-09,23,7
成都,2018-03-10,19,9
成都,2018-03-11,19,10
成都,2018-03-12,21,11
成都,2018-03-13,22,11
成都,2018-03-14,26,11
成都,2018-03-15,27,11
成都,2018-03-16,22,15
成都,2018-03-17,18,13
成都,2018-03-18,19,12
成都,2018-03-19,23,11
成都,2018-03-20,19,10
成都,2018-03-21,19,11
成都,2018-03-22,24,12
成都,2018-03-23,20,12
成都,2018-03-24,19,13
成都,2018-03-25,23,13
成都,2018-03-26,22,13
成都,2018-03-27,24,13
成都,2018-03-28,25,13
成都,2018-03-29,24,15
成都,2018-03-30,19,16
成都,2018-03-31,20,16
成都,2018-04-01,27,14
成都,2018-04-02,30,14
成都,2018-04-03,31,17
成都,2018-04-04,31,14
成都,2018-04-05,20,12
成都,2018-04-06,14,8
成都,2018-04-07,21,8
成都,2018-04-08,24,10
成都,2018-04-09,26,13
成都,2018-04-10,28,15
成都,2018-04-11,29,20
成都,2018-04-12,24,16
成都,2018-04-13,21,9
成都,2018-04-14,16,11
成都,2018-04-15,20,10
成都,2018-04-16,26,10
成都,2018-04-17,27,13
成都,2018-04-18,30,16
成都,2018-04-19,29,20
成都,2018-04-20,27,18
成都,2018-04-21,28,18
成都,2018-04-22,30,18
成都,2018-04-23,24,20
成都,2018-04-24,21,14
成都,2018-04-25,23,14
成都,2018-04-26,28,14
成都,2018-04-27,27,15
成都,2018-04-28,27,16
成都,2018-04-29,31,16
成都,2018-04-30,29,19
成都,2018-05-01,26,18
成都,2018-05-02,29,21
成都,2018-05-03,27,17
成都,2018-05-04,27,17
成都,2018-05-05,24,17
成都,2018-05-06,27,15
成都,2018-05-07,27,15
成都,2018-05-08,24,19
成都,2018-05-09,17,15
成都,2018-05-10,19,15
成都,2018-05-11,28,16
成都,2018-05-12,29,16
成都,2018-05-13,28,16
成都,2018-05-14,31,18
成都,2018-05-15,34,19
成都,2018-05-16,35,21
成都,2018-05-17,27,22
成都,2018-05-18,30,20
成都,2018-05-19,29,21
成都,2018-05-20,31,21
成都,2018-05-21,30,17
成都,2018-05-22,25,15
成都,2018-05-23,25,12
成都,2018-05-24,27,16
成都,2018-05-25,31,19
成都,2018-05-26,23,17
成都,2018-05-27,30,16
成都,2018-05-28,28,16
成都,2018-05-29,28,17
成都,2018-05-30,27,17
成都,2018-05-31,26,17
成都,2018-06-01,24,18
成都,2018-06-02,25,18
成都,2018-06-03,23,18
成都,2018-06-04,29,17
成都,2018-06-05,32,18
成都,2018-06-06,33,18
成都,2018-06-07,31,21
成都,2018-06-08,26,17
成都,2018-06-09,28,17
成都,2018-06-10,31,17
成都,2018-06-11,22,20
成都,2018-06-12,28,20
成都,2018-06-13,28,21
成都,2018-06-14,29,20
成都,2018-06-15,24,20
成都,2018-06-16,25,19
成都,2018-06-17,26,19
成都,2018-06-18,31,20
成都,2018-06-19,31,22
成都,2018-06-20,33,22
成都,2018-06-21,26,22
成都,2018-06-22,32,22
成都,2018-06-23,30,23
成都,2018-06-24,27,22
成都,2018-06-25,29,22
成都,2018-06-26,28,23
成都,2018-06-27,30,23
成都,2018-06-28,32,23
成都,2018-06-29,30,24
成都,2018-06-30,31,24
成都,2018-07-01,31,24
成都,2018-07-02,25,22
成都,2018-07-03,27,22
成都,2018-07-04,28,22
成都,2018-07-05,31,22
成都,2018-07-06,32,24
成都,2018-07-07,31,24
成都,2018-07-08,25,21
成都,2018-07-09,23,20
成都,2018-07-10,26,22
成都,2018-07-11,26,22
成都,2018-07-12,28,22
成都,2018-07-13,31,23
成都,2018-07-14,31,23
成都,2018-07-15,29,23
成都,2018-07-16,29,22
成都,2018-07-17,31,23
成都,2018-07-18,34,24
成都,2018-07-19,30,25
成都,2018-07-20,35,25
成都,2018-07-21,35,25
成都,2018-07-22,32,24
成都,2018-07-23,31,25
成都,2018-07-24,32,24
成都,2018-07-25,34,24
成都,2018-07-26,33,23
成都,2018-07-27,29,23
成都,2018-07-28,31,24
成都,2018-07-29,33,24
成都,2018-07-30,30,23
成都,2018-07-31,28,22
成都,2018-08-01,28,22
成都,2018-08-02,28,22
成都,2018-08-03,30,23
成都,2018-08-04,33,24
成都,2018-08-05,32,24
成都,2018-08-06,34,24
成都,2018-08-07,30,24
成都,2018-08-08,31,23
成都,2018-08-09,30,23
成都,2018-08-10,31,23
成都,2018-08-11,31,23
成都,2018-08-12,32,23
成都,2018-08-13,33,24
成都,2018-08-14,33,23
成都,2018-08-15,36,24
成都,2018-08-16,32,26
成都,2018-08-17,35,24
成都,2018-08-18,33,23
成都,2018-08-19,35,23
成都,2018-08-20,36,24
成都,2018-08-21,35,24
成都,2018-08-22,32,24
成都,2018-08-23,34,22
成都,2018-08-24,29,23
成都,2018-08-25,30,23
成都,2018-08-26,34,24
成都,2018-08-27,33,23
成都,2018-08-28,34,23
成都,2018-08-29,35,24
成都,2018-08-30,34,25
成都,2018-08-31,33,25
成都,2018-09-01,31,25
成都,2018-09-02,34,24
成都,2018-09-03,31,24
成都,2018-09-04,31,24
成都,2018-09-05,26,21
成都,2018-09-06,28,20
成都,2018-09-07,27,19
成都,2018-09-08,27,18
成都,2018-09-09,22,18
成都,2018-09-10,21,17
成都,2018-09-11,22,17
成都,2018-09-12,23,17
成都,2018-09-13,23,17
成都,2018-09-14,23,17
成都,2018-09-15,24,18
成都,2018-09-16,26,17
成都,2018-09-17,27,18
成都,2018-09-18,25,19
成都,2018-09-19,27,19
成都,2018-09-20,27,20
成都,2018-09-21,28,19
成都,2018-09-22,28,19
成都,2018-09-23,25,20
成都,2018-09-24,22,19
成都,2018-09-25,23,16
成都,2018-09-26,21,17
成都,2018-09-27,21,16
成都,2018-09-28,25,16
成都,2018-09-29,25,16
成都,2018-09-30,24,17
成都,2018-10-01,22,16
成都,2018-10-02,19,13
成都,2018-10-03,19,13
成都,2018-10-04,22,13
成都,2018-10-05,21,15
成都,2018-10-06,21,15
成都,2018-10-07,20,15
成都,2018-10-08,18,14
成都,2018-10-09,24,13
成都,2018-10-10,24,12
成都,2018-10-11,19,13
成都,2018-10-12,17,14
成都,2018-10-13,17,14
成都,2018-10-14,18,12
成都,2018-10-15,21,13
成都,2018-10-16,20,13
成都,2018-10-17,18,14
成都,2018-10-18,16,13
成都,2018-10-19,15,13
成都,2018-10-20,15,13
成都,2018-10-21,19,12
成都,2018-10-22,20,14
成都,2018-10-23,19,13
成都,2018-10-24,19,14
成都,2018-10-25,21,14
成都,2018-10-26,22,15
成都,2018-10-27,20,15
成都,2018-10-28,22,15
成都,2018-10-29,23,15
成都,2018-10-30,25,12
成都,2018-10-31,24,12
成都,2018-11-01,23,13
成都,2018-11-02,22,14
成都,2018-11-03,21,14
成都,2018-11-04,19,14
成都,2018-11-05,16,11
成都,2018-11-06,15,9
成都,2018-11-07,13,7
