id,city,month,avg_high_tem,avg_low_tem,extreme_high_tem,extreme_low_tem,avg_air_quality,best_air,best_air_date,worst_air,worst_air_date
298,阿克苏,2020年03月历史天气,15℃,2℃,21℃,-2℃,289,79,03/24,500,03/09
299,阿克苏,2020年02月历史天气,7℃,-5℃,14℃,-12℃,276,52,02/09,500,02/29
300,阿克苏,2020年01月历史天气,0℃,-8℃,3℃,-13℃,107,46,01/19,169,01/02
301,阿克苏,2019年12月历史天气,2℃,-7℃,5℃,-12℃,91,1,12/26,181,12/28
302,阿克苏,2019年11月历史天气,10℃,0℃,19℃,-6℃,250,1,11/15,500,11/17
303,阿克苏,2019年10月历史天气,18℃,7℃,25℃,0℃,250,1,10/30,500,10/19
304,阿克苏,2019年09月历史天气,25℃,13℃,31℃,10℃,99,1,09/08,197,09/12
305,阿克苏,2019年08月历史天气,30℃,19℃,35℃,13℃,264,29,08/27,500,08/15
306,阿克苏,2019年07月历史天气,32℃,20℃,36℃,17℃,216,1,07/05,432,07/27
307,阿克苏,2019年06月历史天气,28℃,16℃,34℃,12℃,55,27,06/23,83,06/25
308,阿克苏,2019年05月历史天气,25℃,12℃,33℃,7℃,200,1,05/19,400,05/18
309,阿克苏,2019年04月历史天气,25℃,12℃,31℃,9℃,200,0,04/20,400,04/24
310,阿克苏,2019年03月历史天气,15℃,2℃,22℃,-3℃,200,1,03/24,400,03/20
311,阿克苏,2019年02月历史天气,4℃,-6℃,8℃,-13℃,242,84,02/16,400,02/02
312,阿克苏,2019年01月历史天气,-1℃,-12℃,2℃,-16℃,203,71,01/22,335,01/30
313,阿克苏,2018年12月历史天气,-1℃,-11℃,5℃,-15℃,204,97,12/07,311,12/02
314,阿克苏,2018年11月历史天气,7℃,-1℃,18℃,-6℃,230,47,11/05,414,11/28
315,阿克苏,2018年10月历史天气,19℃,5℃,26℃,1℃,95,10,10/18,180,10/25
316,阿克苏,2018年09月历史天气,25℃,13℃,31℃,8℃,12,11,09/01,14,09/25
317,阿克苏,2018年08月历史天气,30℃,19℃,36℃,14℃,13,11,08/27,15,08/01
318,阿克苏,2018年07月历史天气,31℃,19℃,37℃,15℃,35,14,07/27,57,07/22
319,阿克苏,2018年06月历史天气,29℃,17℃,35℃,14℃,151,24,06/12,279,06/02
320,阿克苏,2018年05月历史天气,26℃,13℃,34℃,8℃,147,0,05/30,294,05/09
321,阿克苏,2018年04月历史天气,22℃,11℃,30℃,7℃,260,39,04/28,481,04/02
322,阿克苏,2018年03月历史天气,17℃,4℃,23℃,0℃,209,54,03/16,364,03/10
323,阿克苏,2018年02月历史天气,3℃,-7℃,15℃,-15℃,76,50,02/20,102,02/14
324,阿克苏,2018年01月历史天气,-1℃,-12℃,4℃,-16℃,138,47,01/25,229,01/01
325,阿克苏,2017年12月历史天气,1℃,-8℃,5℃,-13℃,144,50,12/05,238,12/26
326,阿克苏,2017年11月历史天气,11℃,-1℃,19℃,-7℃,177,0,11/01,354,11/28
327,阿克苏,2017年10月历史天气,17℃,4℃,23℃,0℃,0,0,10/01,0,10/01
328,阿克苏,2017年09月历史天气,27℃,13℃,30℃,8℃,0,0,09/01,0,09/01
329,阿克苏,2017年08月历史天气,29℃,16℃,35℃,12℃,0,0,08/01,0,08/01
330,阿克苏,2017年07月历史天气,32℃,19℃,39℃,16℃,0,0,07/01,0,07/01
331,阿克苏,2017年06月历史天气,30℃,17℃,37℃,10℃,0,0,06/01,0,06/01
332,阿克苏,2017年05月历史天气,28℃,14℃,33℃,4℃,0,0,05/01,0,05/01
333,阿克苏,2017年04月历史天气,21℃,9℃,27℃,5℃,0,0,04/01,0,04/01
334,阿克苏,2017年03月历史天气,14℃,2℃,21℃,-3℃,0,0,03/01,0,03/01
335,阿克苏,2017年02月历史天气,5℃,-4℃,11℃,-9℃,0,0,02/01,0,02/01
336,阿克苏,2017年01月历史天气,0℃,-12℃,4℃,-17℃,0,0,01/01,0,01/01
337,阿克苏,2016年12月历史天气,2℃,-7℃,7℃,-12℃,0,0,12/01,0,12/01
338,阿克苏,2016年11月历史天气,8℃,-3℃,15℃,-9℃,0,0,11/01,0,11/01
339,阿克苏,2016年10月历史天气,18℃,4℃,25℃,-2℃,0,0,10/01,0,10/01
340,阿克苏,2016年09月历史天气,27℃,13℃,31℃,10℃,0,0,09/01,0,09/01
341,阿克苏,2016年08月历史天气,28℃,16℃,34℃,13℃,0,0,08/01,0,08/01
342,阿克苏,2016年07月历史天气,31℃,18℃,37℃,15℃,0,0,07/01,0,07/01
343,阿克苏,2016年06月历史天气,32℃,18℃,36℃,11℃,0,0,06/01,0,06/01
344,阿克苏,2016年05月历史天气,25℃,14℃,31℃,9℃,0,0,05/01,0,05/01
345,阿克苏,2016年04月历史天气,24℃,11℃,29℃,8℃,0,0,04/01,0,04/01
346,阿克苏,2016年03月历史天气,16℃,3℃,25℃,-1℃,0,0,03/01,0,03/01
347,阿克苏,2016年02月历史天气,4℃,-6℃,15℃,-11℃,0,0,02/01,0,02/01
348,阿克苏,2016年01月历史天气,-1℃,-11℃,2℃,-18℃,0,0,01/01,0,01/01
349,阿克苏,2015年12月历史天气,1℃,-8℃,9℃,-15℃,0,0,12/01,0,12/01
350,阿克苏,2015年11月历史天气,10℃,0℃,16℃,-5℃,0,0,11/01,0,11/01
351,阿克苏,2015年10月历史天气,19℃,6℃,24℃,0℃,0,0,10/01,0,10/01
352,阿克苏,2015年09月历史天气,23℃,11℃,27℃,6℃,0,0,09/01,0,09/01
353,阿克苏,2015年08月历史天气,30℃,17℃,35℃,14℃,0,0,08/01,0,08/01
354,阿克苏,2015年07月历史天气,34℃,20℃,39℃,16℃,0,0,07/01,0,07/01
355,阿克苏,2015年06月历史天气,29℃,15℃,34℃,10℃,0,0,06/01,0,06/01
356,阿克苏,2015年05月历史天气,28℃,14℃,33℃,12℃,0,0,05/01,0,05/01
357,阿克苏,2015年04月历史天气,22℃,9℃,32℃,4℃,0,0,04/01,0,04/01
358,阿克苏,2015年03月历史天气,14℃,1℃,23℃,-2℃,0,0,03/01,0,03/01
359,阿克苏,2015年02月历史天气,5℃,-5℃,10℃,-12℃,0,0,02/01,0,02/01
360,阿克苏,2015年01月历史天气,0℃,-10℃,3℃,-12℃,0,0,01/01,0,01/01
361,阿克苏,2014年12月历史天气,-1℃,-11℃,2℃,-16℃,0,0,12/01,0,12/01
362,阿克苏,2014年11月历史天气,8℃,-1℃,13℃,-5℃,0,0,11/01,0,11/01
363,阿克苏,2014年10月历史天气,20℃,6℃,28℃,1℃,0,0,10/01,0,10/01
364,阿克苏,2014年09月历史天气,26℃,13℃,31℃,11℃,0,0,09/01,0,09/01
365,阿克苏,2014年08月历史天气,30℃,17℃,34℃,15℃,0,0,08/01,0,08/01
366,阿克苏,2014年07月历史天气,32℃,18℃,37℃,16℃,0,0,07/01,0,07/01
367,阿克苏,2014年06月历史天气,28℃,16℃,34℃,12℃,0,0,06/01,0,06/01
368,阿克苏,2014年05月历史天气,27℃,12℃,34℃,9℃,0,0,05/01,0,05/01
369,阿克苏,2014年04月历史天气,21℃,8℃,24℃,6℃,0,0,04/01,0,04/01
370,阿克苏,2014年03月历史天气,14℃,1℃,20℃,-5℃,0,0,03/01,0,03/01
371,阿克苏,2014年02月历史天气,3℃,-6℃,11℃,-11℃,0,0,02/01,0,02/01
372,阿克苏,2014年01月历史天气,0℃,-11℃,6℃,-15℃,0,0,01/01,0,01/01
373,阿克苏,2013年12月历史天气,1℃,-8℃,6℃,-13℃,0,0,12/01,0,12/01
374,阿克苏,2013年11月历史天气,8℃,-3℃,16℃,-8℃,0,0,11/01,0,11/01
375,阿克苏,2013年10月历史天气,22℃,7℃,28℃,0℃,0,0,10/01,0,10/01
376,阿克苏,2013年09月历史天气,27℃,13℃,32℃,8℃,0,0,09/01,0,09/01
377,阿克苏,2013年08月历史天气,31℃,18℃,37℃,16℃,0,0,08/01,0,08/01
378,阿克苏,2013年07月历史天气,31℃,17℃,38℃,15℃,0,0,07/01,0,07/01
379,阿克苏,2013年06月历史天气,29℃,16℃,35℃,12℃,0,0,06/01,0,06/01
380,阿克苏,2013年05月历史天气,26℃,13℃,31℃,10℃,0,0,05/01,0,05/01
381,阿克苏,2013年04月历史天气,23℃,9℃,30℃,6℃,0,0,04/01,0,04/01
382,阿克苏,2013年03月历史天气,18℃,3℃,26℃,-2℃,0,0,03/01,0,03/01
383,阿克苏,2013年02月历史天气,6℃,-6℃,11℃,-11℃,0,0,02/01,0,02/01
384,阿克苏,2013年01月历史天气,-1℃,-13℃,7℃,-18℃,0,0,01/01,0,01/01
385,阿克苏,2012年12月历史天气,0℃,-10℃,5℃,-16℃,0,0,12/01,0,12/01
386,阿克苏,2012年11月历史天气,7℃,-4℃,17℃,-9℃,0,0,11/01,0,11/01
387,阿克苏,2012年10月历史天气,19℃,3℃,25℃,-1℃,0,0,10/01,0,10/01
388,阿克苏,2012年09月历史天气,26℃,13℃,32℃,8℃,0,0,09/01,0,09/01
389,阿克苏,2012年08月历史天气,31℃,18℃,35℃,16℃,0,0,08/01,0,08/01
390,阿克苏,2012年07月历史天气,31℃,18℃,35℃,16℃,0,0,07/01,0,07/01
391,阿克苏,2012年06月历史天气,30℃,16℃,34℃,13℃,0,0,06/01,0,06/01
392,阿克苏,2012年05月历史天气,27℃,13℃,32℃,10℃,0,0,05/01,0,05/01
393,阿克苏,2012年04月历史天气,22℃,9℃,30℃,6℃,0,0,04/01,0,04/01
394,阿克苏,2012年03月历史天气,12℃,1℃,24℃,-4℃,0,0,03/01,0,03/01
395,阿克苏,2012年02月历史天气,2℃,-7℃,9℃,-16℃,0,0,02/01,0,02/01
396,阿克苏,2012年01月历史天气,-3℃,-16℃,8℃,-21℃,0,0,01/01,0,01/01
397,阿克苏,2011年12月历史天气,0℃,-9℃,7℃,-15℃,0,0,12/01,0,12/01
398,阿克苏,2011年11月历史天气,9℃,-1℃,13℃,-4℃,0,0,11/01,0,11/01
399,阿克苏,2011年10月历史天气,19℃,5℃,25℃,-2℃,0,0,10/01,0,10/01
400,阿克苏,2011年09月历史天气,26℃,13℃,32℃,10℃,0,0,09/01,0,09/01
401,阿克苏,2011年08月历史天气,31℃,18℃,38℃,12℃,0,0,08/01,0,08/01
402,阿克苏,2011年07月历史天气,31℃,18℃,36℃,17℃,0,0,07/01,0,07/01
403,阿克苏,2011年06月历史天气,31℃,17℃,35℃,14℃,0,0,06/01,0,06/01
404,阿克苏,2011年05月历史天气,27℃,13℃,32℃,8℃,0,0,05/01,0,05/01
405,阿克苏,2011年04月历史天气,23℃,9℃,34℃,-1℃,0,0,04/01,0,04/01
406,阿克苏,2011年03月历史天气,9℃,0℃,20℃,-4℃,0,0,03/01,0,03/01
407,阿克苏,2011年02月历史天气,6℃,-4℃,11℃,-14℃,0,0,02/01,0,02/01
408,阿克苏,2011年01月历史天气,-4℃,-16℃,-1℃,-19℃,0,0,01/01,0,01/01
409,阿勒泰,2022年04月历史天气,14℃,0℃,24℃,-27℃,132,0,04/15,265,04/19
410,阿勒泰,2022年03月历史天气,2℃,-6℃,18℃,-19℃,67,0,03/04,135,03/13
411,阿勒泰,2022年02月历史天气,-4℃,-15℃,8℃,-22℃,32,0,02/25,64,02/24
412,阿勒泰,2022年01月历史天气,-5℃,-16℃,2℃,-24℃,43,6,01/03,80,01/24
413,阿勒泰,2021年12月历史天气,-5℃,-15℃,2℃,-24℃,52,0,12/30,105,12/17
414,阿勒泰,2021年11月历史天气,-1℃,-11℃,8℃,-29℃,26,0,11/19,53,11/20
415,阿勒泰,2021年10月历史天气,10℃,0℃,27℃,-18℃,47,0,10/16,94,10/20
416,阿勒泰,2021年09月历史天气,20℃,7℃,29℃,-4℃,47,0,09/01,95,09/29
417,阿勒泰,2021年08月历史天气,25℃,14℃,31℃,8℃,24,0,08/24,48,08/22
418,阿勒泰,2021年07月历史天气,28℃,16℃,35℃,13℃,21,5,07/10,37,07/22
419,阿勒泰,2021年06月历史天气,23℃,12℃,38℃,4℃,48,0,06/28,96,06/06
420,阿勒泰,2021年05月历史天气,22℃,9℃,31℃,2℃,41,7,05/04,75,05/01
421,阿勒泰,2021年04月历史天气,13℃,2℃,30℃,-7℃,65,12,04/30,119,04/07
422,阿勒泰,2021年03月历史天气,1℃,-6℃,20℃,-18℃,63,8,03/20,119,03/24
423,阿勒泰,2021年02月历史天气,-2℃,-13℃,7℃,-26℃,40,12,02/16,69,02/15
424,阿勒泰,2021年01月历史天气,-11℃,-21℃,0℃,-31℃,67,14,01/30,121,01/09
425,阿勒泰,2020年12月历史天气,-9℃,-20℃,6℃,-33℃,97,14,12/07,181,12/16
426,阿勒泰,2020年11月历史天气,0℃,-8℃,13℃,-24℃,30,0,11/30,60,11/29
427,阿勒泰,2020年10月历史天气,8℃,0℃,18℃,-6℃,46,10,10/01,83,10/20
428,阿勒泰,2020年09月历史天气,16℃,6℃,28℃,-4℃,49,10,09/29,88,09/20
429,阿勒泰,2020年08月历史天气,25℃,13℃,29℃,9℃,28,11,08/26,46,08/23
430,阿勒泰,2020年07月历史天气,26℃,15℃,35℃,6℃,31,8,07/16,55,07/03
431,阿勒泰,2020年06月历史天气,24℃,12℃,32℃,7℃,53,10,06/30,96,06/07
432,阿勒泰,2020年05月历史天气,23℃,11℃,31℃,0℃,94,24,05/06,165,05/27
433,阿勒泰,2020年04月历史天气,20℃,6℃,32℃,-3℃,59,19,04/07,100,04/12
434,阿勒泰,2020年03月历史天气,2℃,-8℃,10℃,-20℃,20,11,03/02,30,03/29
435,阿勒泰,2020年02月历史天气,-2℃,-14℃,4℃,-25℃,28,13,02/29,43,02/24
436,阿勒泰,2020年01月历史天气,-6℃,-16℃,-2℃,-24℃,46,14,01/12,79,01/24
437,阿勒泰,2019年12月历史天气,-4℃,-14℃,1℃,-22℃,36,9,12/16,64,12/07
438,阿勒泰,2019年11月历史天气,0℃,-9℃,17℃,-23℃,36,0,11/15,73,11/05
439,阿勒泰,2019年10月历史天气,13℃,1℃,24℃,-7℃,50,14,10/19,87,10/10
440,阿勒泰,2019年09月历史天气,21℃,9℃,29℃,0℃,74,12,09/12,136,09/24
441,阿勒泰,2019年08月历史天气,28℃,15℃,34℃,9℃,34,16,08/25,53,08/31
442,阿勒泰,2019年07月历史天气,28℃,15℃,33℃,12℃,53,16,07/24,90,07/27
443,阿勒泰,2019年06月历史天气,26℃,13℃,33℃,10℃,76,22,06/14,131,06/16
444,阿勒泰,2019年05月历史天气,19℃,7℃,28℃,-1℃,24,5,05/01,44,05/05
445,阿勒泰,2019年04月历史天气,16℃,4℃,22℃,-2℃,23,1,04/10,46,04/07
446,阿勒泰,2019年03月历史天气,4℃,-7℃,17℃,-14℃,32,11,03/10,54,03/07
447,阿勒泰,2019年02月历史天气,-7℃,-19℃,-1℃,-29℃,25,4,02/16,47,02/02
448,阿勒泰,2019年01月历史天气,-8℃,-19℃,-1℃,-31℃,27,0,01/29,54,01/03
449,阿勒泰,2018年12月历史天气,-9℃,-20℃,-1℃,-29℃,36,4,12/01,69,12/26
450,阿勒泰,2018年11月历史天气,-3℃,-12℃,5℃,-22℃,27,4,11/09,50,11/13
451,阿勒泰,2018年10月历史天气,12℃,1℃,24℃,-7℃,16,3,10/01,30,10/22
452,阿勒泰,2018年09月历史天气,19℃,6℃,28℃,1℃,2,2,09/25,3,09/01
453,阿勒泰,2018年08月历史天气,25℃,12℃,30℃,8℃,9,0,08/15,19,08/19
454,阿勒泰,2018年07月历史天气,26℃,14℃,32℃,4℃,10,0,07/08,21,07/13
455,阿勒泰,2018年06月历史天气,29℃,14℃,33℃,5℃,29,10,06/20,48,06/21
456,阿勒泰,2018年05月历史天气,18℃,6℃,28℃,0℃,16,8,05/24,25,05/01
457,阿勒泰,2018年04月历史天气,14℃,2℃,25℃,-10℃,16,7,04/03,25,04/15
458,阿勒泰,2018年03月历史天气,7℃,-3℃,21℃,-22℃,24,12,03/05,37,03/03
459,阿勒泰,2018年02月历史天气,-6℃,-18℃,3℃,-24℃,24,13,02/24,36,02/07
460,阿勒泰,2018年01月历史天气,-15℃,-26℃,-4℃,-35℃,35,10,01/03,61,01/25
461,阿勒泰,2017年12月历史天气,-5℃,-15℃,3℃,-20℃,33,13,12/08,53,12/17
462,阿勒泰,2017年11月历史天气,1℃,-7℃,17℃,-16℃,31,0,11/01,63,11/28
463,阿勒泰,2017年10月历史天气,11℃,0℃,20℃,-5℃,0,0,10/01,0,10/01
464,阿勒泰,2017年09月历史天气,19℃,6℃,30℃,-4℃,0,0,09/01,0,09/01
465,阿勒泰,2017年08月历史天气,26℃,12℃,32℃,8℃,0,0,08/01,0,08/01
466,阿勒泰,2017年07月历史天气,29℃,16℃,37℃,12℃,0,0,07/01,0,07/01
467,阿勒泰,2017年06月历史天气,28℃,16℃,35℃,10℃,0,0,06/01,0,06/01
468,阿勒泰,2017年05月历史天气,23℃,9℃,32℃,-3℃,0,0,05/01,0,05/01
469,阿勒泰,2017年04月历史天气,15℃,3℃,23℃,-5℃,0,0,04/01,0,04/01
470,阿勒泰,2017年03月历史天气,-1℃,-12℃,12℃,-18℃,0,0,03/01,0,03/01
471,阿勒泰,2017年02月历史天气,-5℃,-16℃,1℃,-25℃,0,0,02/01,0,02/01
472,阿勒泰,2017年01月历史天气,-9℃,-20℃,-2℃,-27℃,0,0,01/01,0,01/01
473,阿勒泰,2016年12月历史天气,-4℃,-14℃,2℃,-22℃,0,0,12/01,0,12/01
474,阿勒泰,2016年11月历史天气,-4℃,-14℃,12℃,-31℃,0,0,11/01,0,11/01
475,阿勒泰,2016年10月历史天气,7℃,-1℃,18℃,-12℃,0,0,10/01,0,10/01
476,阿勒泰,2016年09月历史天气,23℃,9℃,30℃,3℃,0,0,09/01,0,09/01
477,阿勒泰,2016年08月历史天气,27℃,12℃,32℃,7℃,0,0,08/01,0,08/01
478,阿勒泰,2016年07月历史天气,29℃,17℃,34℃,15℃,0,0,07/01,0,07/01
479,阿勒泰,2016年06月历史天气,27℃,14℃,33℃,11℃,0,0,06/01,0,06/01
480,阿勒泰,2016年05月历史天气,20℃,7℃,28℃,2℃,0,0,05/01,0,05/01
481,阿勒泰,2016年04月历史天气,16℃,4℃,25℃,-1℃,0,0,04/01,0,04/01
482,阿勒泰,2016年03月历史天气,4℃,-5℃,18℃,-18℃,0,0,03/01,0,03/01
483,阿勒泰,2016年02月历史天气,-6℃,-17℃,1℃,-24℃,0,0,02/01,0,02/01
484,阿勒泰,2016年01月历史天气,-7℃,-19℃,-2℃,-27℃,0,0,01/01,0,01/01
485,阿勒泰,2015年12月历史天气,-3℃,-13℃,2℃,-24℃,0,0,12/01,0,12/01
486,阿勒泰,2015年11月历史天气,2℃,-5℃,9℃,-15℃,0,0,11/01,0,11/01
487,阿勒泰,2015年10月历史天气,12℃,2℃,25℃,-6℃,0,0,10/01,0,10/01
488,阿勒泰,2015年09月历史天气,17℃,5℃,28℃,-3℃,0,0,09/01,0,09/01
489,阿勒泰,2015年08月历史天气,28℃,13℃,37℃,8℃,0,0,08/01,0,08/01
490,阿勒泰,2015年07月历史天气,30℃,16℃,37℃,7℃,0,0,07/01,0,07/01
491,阿勒泰,2015年06月历史天气,27℃,14℃,35℃,5℃,0,0,06/01,0,06/01
492,阿勒泰,2015年05月历史天气,23℃,8℃,28℃,5℃,0,0,05/01,0,05/01
493,阿勒泰,2015年04月历史天气,15℃,3℃,30℃,-14℃,0,0,04/01,0,04/01
494,阿勒泰,2015年03月历史天气,1℃,-9℃,17℃,-19℃,0,0,03/01,0,03/01
495,阿勒泰,2015年02月历史天气,-4℃,-16℃,1℃,-27℃,0,0,02/01,0,02/01
496,阿勒泰,2015年01月历史天气,-6℃,-17℃,2℃,-29℃,0,0,01/01,0,01/01
497,阿勒泰,2014年12月历史天气,-6℃,-17℃,-1℃,-24℃,0,0,12/01,0,12/01
498,阿勒泰,2014年11月历史天气,2℃,-7℃,14℃,-25℃,0,0,11/01,0,11/01
499,阿勒泰,2014年10月历史天气,12℃,1℃,19℃,-7℃,0,0,10/01,0,10/01
500,阿勒泰,2014年09月历史天气,20℃,7℃,32℃,0℃,0,0,09/01,0,09/01
501,阿勒泰,2014年08月历史天气,28℃,13℃,34℃,7℃,0,0,08/01,0,08/01
502,阿勒泰,2014年07月历史天气,29℃,15℃,35℃,9℃,0,0,07/01,0,07/01
503,阿勒泰,2014年06月历史天气,27℃,13℃,33℃,4℃,0,0,06/01,0,06/01
504,阿勒泰,2014年05月历史天气,21℃,8℃,29℃,1℃,0,0,05/01,0,05/01
505,阿勒泰,2014年04月历史天气,15℃,3℃,22℃,-7℃,0,0,04/01,0,04/01
506,阿勒泰,2014年03月历史天气,3℃,-8℃,16℃,-23℃,0,0,03/01,0,03/01
507,阿勒泰,2014年02月历史天气,-12℃,-24℃,0℃,-32℃,0,0,02/01,0,02/01
508,阿勒泰,2014年01月历史天气,-7℃,-18℃,0℃,-29℃,0,0,01/01,0,01/01
509,阿勒泰,2013年12月历史天气,-3℃,-13℃,4℃,-22℃,0,0,12/01,0,12/01
510,阿勒泰,2013年11月历史天气,4℃,-4℃,12℃,-11℃,0,0,11/01,0,11/01
511,阿勒泰,2013年10月历史天气,14℃,3℃,23℃,-4℃,0,0,10/01,0,10/01
512,阿勒泰,2013年09月历史天气,21℃,7℃,32℃,0℃,0,0,09/01,0,09/01
513,阿勒泰,2013年08月历史天气,26℃,13℃,32℃,8℃,0,0,08/01,0,08/01
514,阿勒泰,2013年07月历史天气,27℃,14℃,32℃,11℃,0,0,07/01,0,07/01
515,阿勒泰,2013年06月历史天气,25℃,12℃,32℃,7℃,0,0,06/01,0,06/01
516,阿勒泰,2013年05月历史天气,19℃,6℃,26℃,0℃,0,0,05/01,0,05/01
517,阿勒泰,2013年04月历史天气,17℃,4℃,27℃,-7℃,0,0,04/01,0,04/01
518,阿勒泰,2013年03月历史天气,7℃,-3℃,20℃,-18℃,0,0,03/01,0,03/01
519,阿勒泰,2013年02月历史天气,-8℃,-20℃,-2℃,-33℃,0,0,02/01,0,02/01
520,阿勒泰,2013年01月历史天气,-7℃,-18℃,-2℃,-27℃,0,0,01/01,0,01/01
521,阿勒泰,2012年12月历史天气,-13℃,-24℃,-4℃,-39℃,0,0,12/01,0,12/01
522,阿勒泰,2012年11月历史天气,-1℃,-9℃,11℃,-18℃,0,0,11/01,0,11/01
523,阿勒泰,2012年10月历史天气,11℃,0℃,19℃,-8℃,0,0,10/01,0,10/01
524,阿勒泰,2012年09月历史天气,22℃,9℃,29℃,2℃,0,0,09/01,0,09/01
525,阿勒泰,2012年08月历史天气,26℃,13℃,32℃,7℃,0,0,08/01,0,08/01
526,阿勒泰,2012年07月历史天气,28℃,16℃,33℃,13℃,0,0,07/01,0,07/01
527,阿勒泰,2012年06月历史天气,29℃,15℃,35℃,12℃,0,0,06/01,0,06/01
528,阿勒泰,2012年05月历史天气,22℃,8℃,29℃,1℃,0,0,05/01,0,05/01
529,阿勒泰,2012年04月历史天气,19℃,5℃,23℃,-4℃,0,0,04/01,0,04/01
530,阿勒泰,2012年03月历史天气,3℃,-9℃,13℃,-22℃,0,0,03/01,0,03/01
531,阿勒泰,2012年02月历史天气,-8℃,-20℃,2℃,-28℃,0,0,02/01,0,02/01
532,阿勒泰,2012年01月历史天气,-13℃,-24℃,-4℃,-34℃,0,0,01/01,0,01/01
533,阿勒泰,2011年12月历史天气,-7℃,-16℃,0℃,-27℃,0,0,12/01,0,12/01
534,阿勒泰,2011年11月历史天气,2℃,-6℃,14℃,-12℃,0,0,11/01,0,11/01
535,阿勒泰,2011年10月历史天气,14℃,2℃,24℃,-10℃,0,0,10/01,0,10/01
536,阿勒泰,2011年09月历史天气,22℃,7℃,27℃,1℃,0,0,09/01,0,09/01
537,阿勒泰,2011年08月历史天气,27℃,14℃,35℃,6℃,0,0,08/01,0,08/01
538,阿勒泰,2011年07月历史天气,28℃,15℃,37℃,10℃,0,0,07/01,0,07/01
539,阿勒泰,2011年06月历史天气,27℃,15℃,31℃,10℃,0,0,06/01,0,06/01
540,阿勒泰,2011年05月历史天气,21℃,9℃,30℃,1℃,0,0,05/01,0,05/01
541,阿勒泰,2011年04月历史天气,16℃,4℃,27℃,-11℃,0,0,04/01,0,04/01
542,阿勒泰,2011年03月历史天气,-1℃,-14℃,12℃,-25℃,0,0,03/01,0,03/01
543,阿勒泰,2011年02月历史天气,-4℃,-16℃,2℃,-30℃,0,0,02/01,0,02/01
544,阿勒泰,2011年01月历史天气,-14℃,-26℃,-8℃,-36℃,0,0,01/01,0,01/01
545,安阳,2022年04月历史天气,22℃,11℃,32℃,4℃,80,29,04/13,131,04/26
546,安阳,2022年03月历史天气,15℃,5℃,23℃,0℃,170,35,03/01,305,03/15
547,安阳,2022年02月历史天气,7℃,-2℃,19℃,-6℃,121,40,02/05,203,02/12
548,安阳,2022年01月历史天气,4℃,-2℃,11℃,-5℃,153,46,01/31,260,01/18
549,安阳,2021年12月历史天气,9℃,-1℃,18℃,-9℃,124,31,12/12,218,12/10
550,安阳,2021年11月历史天气,14℃,2℃,23℃,-2℃,108,25,11/09,191,11/27
551,安阳,2021年10月历史天气,18℃,9℃,27℃,2℃,81,7,10/04,156,10/24
552,安阳,2021年09月历史天气,25℃,18℃,32℃,13℃,51,13,09/18,90,09/12
553,安阳,2021年08月历史天气,28℃,21℃,32℃,18℃,47,19,08/20,75,08/18
554,安阳,2021年07月历史天气,31℃,23℃,38℃,21℃,39,7,07/29,72,07/23
555,安阳,2021年06月历史天气,32℃,22℃,39℃,16℃,58,18,06/13,98,06/06
556,安阳,2021年05月历史天气,27℃,15℃,36℃,9℃,88,14,05/16,163,05/07
557,安阳,2021年04月历史天气,20℃,9℃,29℃,3℃,265,31,04/03,500,04/15
558,安阳,2021年03月历史天气,14℃,5℃,24℃,-2℃,269,38,03/06,500,03/15
559,安阳,2021年02月历史天气,12℃,0℃,28℃,-6℃,178,30,02/28,326,02/12
